Student_ID,Course_ID,Grade
S0842,C002,C
S0842,C004,B
S0842,C005,A
S0842,C001,A
S0842,C003,F
S0843,C009,B
S0843,C008,A
S0843,C004,C
S0843,C005,B
S0844,C001,B
S0844,C009,A
S0844,C005,C
S0844,C008,C
S0845,C010,D
S0845,C005,B
S0845,C002,C
S0845,C009,D
S0846,C002,B
S0846,C004,B
S0846,C010,D
S0847,C007,D
S0847,C004,C
S0847,C006,C
S0847,C010,A
S0848,C004,C
S0848,C001,B
S0848,C008,A
S0848,C006,C
S0848,C002,D
S0849,C010,A
S0849,C004,B
S0849,C003,A
S0850,C004,A
S0850,C007,A
S0850,C005,A
S0851,C010,B
S0851,C009,B
S0851,C003,A
S0851,C007,D
S0852,C004,C
S0852,C003,B
S0852,C006,C
S0852,C008,C
S0853,C004,A
S0853,C003,C
S0853,C010,B
S0854,C005,A
S0854,C010,D
S0854,C002,A
S0855,C008,B
S0855,C003,A
S0855,C001,A
S0855,C005,D
S0855,C007,B
S0856,C009,D
S0856,C008,A
S0856,C005,A
S0856,C003,C
S0857,C009,A
S0857,C006,C
S0857,C008,B
S0857,C007,C
S0858,C006,B
S0858,C003,A
S0858,C001,C
S0859,C003,C
S0859,C007,B
S0859,C002,A
S0860,C009,A
S0860,C005,C
S0860,C003,D
S0861,C004,B
S0861,C008,F
S0861,C005,B
S0861,C007,B
S0862,C002,B
S0862,C009,C
S0862,C010,C
S0863,C002,B
S0863,C010,F
S0863,C007,B
S0863,C001,A
S0863,C005,D
S0864,C005,B
S0864,C009,D
S0864,C003,A
S0864,C008,C
S0865,C007,B
S0865,C003,A
S0865,C004,C
S0865,C008,D
S0866,C002,C
S0866,C009,C
S0866,C003,A
S0867,C007,A
S0867,C002,A
S0867,C004,B
S0867,C008,C
S0867,C010,C
S0868,C010,B
S0868,C003,A
S0868,C002,F
S0868,C009,C
S0868,C004,C
S0869,C006,C
S0869,C010,A
S0869,C009,B
S0870,C001,B
S0870,C008,A
S0870,C002,C
S0871,C005,C
S0871,C002,C
S0871,C010,B
S0872,C003,F
S0872,C006,A
S0872,C002,A
S0872,C004,A
S0872,C001,F
S0873,C004,C
S0873,C006,C
S0873,C008,F
S0873,C010,D
S0874,C006,B
S0874,C005,A
S0874,C007,B
S0874,C004,C
S0874,C010,C
S0875,C001,B
S0875,C002,C
S0875,C005,D
S0875,C008,B
S0875,C007,B
S0876,C007,A
S0876,C006,B
S0876,C001,F
S0876,C002,B
S0877,C002,B
S0877,C007,A
S0877,C003,B
S0877,C008,D
S0877,C009,A
S0878,C008,B
S0878,C007,B
S0878,C002,B
S0878,C004,D
S0879,C008,C
S0879,C004,B
S0879,C006,A
S0879,C001,A
S0879,C009,B
S0880,C001,C
S0880,C007,D
S0880,C009,C
S0880,C004,C
S0881,C009,B
S0881,C010,A
S0881,C001,A
S0881,C002,D
S0882,C008,D
S0882,C002,C
S0882,C010,C
S0882,C007,C
S0883,C001,A
S0883,C006,F
S0883,C008,A
S0883,C003,A
S0883,C004,B
S0884,C009,B
S0884,C006,B
S0884,C002,A
S0884,C003,C
S0885,C003,A
S0885,C001,A
S0885,C008,A
S0885,C006,A
S0886,C003,B
S0886,C007,B
S0886,C010,A
S0886,C009,B
S0886,C005,C
S0887,C001,C
S0887,C002,A
S0887,C007,B
S0888,C003,D
S0888,C009,A
S0888,C001,C
S0888,C002,A
S0888,C005,C
S0889,C007,A
S0889,C001,F
S0889,C004,C
S0890,C001,A
S0890,C010,C
S0890,C002,A
S0890,C007,B
S0890,C006,C
S0891,C005,A
S0891,C002,B
S0891,C006,A
S0891,C007,A
S0891,C009,B
S0892,C002,B
S0892,C008,D
S0892,C007,C
S0893,C002,B
S0893,C003,D
S0893,C006,B
S0893,C001,C
S0894,C007,B
S0894,C010,A
S0894,C002,B
S0895,C007,C
S0895,C004,D
S0895,C009,A
S0896,C007,A
S0896,C006,A
S0896,C001,C
S0896,C005,D
S0897,C006,A
S0897,C002,B
S0897,C005,A
S0897,C001,C
S0897,C009,C
S0898,C004,B
S0898,C006,B
S0898,C003,B
S0898,C005,C
S0898,C007,C
S0899,C006,C
S0899,C003,A
S0899,C001,C
S0900,C002,A
S0900,C009,F
S0900,C001,C
S0901,C008,A
S0901,C001,B
S0901,C010,D
S0902,C008,F
S0902,C006,F
S0902,C010,C
S0903,C004,A
S0903,C009,B
S0903,C002,A
S0903,C008,B
S0903,C006,B
S0904,C002,A
S0904,C007,D
S0904,C001,C
S0905,C005,A
S0905,C008,B
S0905,C002,D
S0905,C009,B
S0906,C005,B
S0906,C003,C
S0906,C009,B
S0906,C010,D
S0907,C005,C
S0907,C007,B
S0907,C008,A
S0907,C001,A
S0907,C006,A
S0908,C002,B
S0908,C008,C
S0908,C006,D
S0908,C005,B
S0909,C001,A
S0909,C006,F
S0909,C007,D
S0910,C001,A
S0910,C004,C
S0910,C005,C
S0910,C002,C
S0911,C008,A
S0911,C001,B
S0911,C005,C
S0912,C007,F
S0912,C002,B
S0912,C003,B
S0912,C010,C
S0912,C005,A
S0913,C007,D
S0913,C003,D
S0913,C002,A
S0914,C008,C
S0914,C001,C
S0914,C006,A
S0914,C007,C
S0915,C008,A
S0915,C002,C
S0915,C010,A
S0915,C004,B
S0916,C009,A
S0916,C004,B
S0916,C001,C
S0917,C009,A
S0917,C002,B
S0917,C001,B
S0917,C006,B
S0917,C003,B
S0918,C009,B
S0918,C010,D
S0918,C002,A
S0919,C001,C
S0919,C010,A
S0919,C009,A
S0919,C005,C
S0919,C004,D
S0920,C009,C
S0920,C007,A
S0920,C004,D
S0921,C004,A
S0921,C010,C
S0921,C005,A
S0921,C006,B
S0922,C010,B
S0922,C006,B
S0922,C002,D
S0923,C006,D
S0923,C008,B
S0923,C009,B
S0923,C001,A
S0923,C002,A
S0924,C008,B
S0924,C001,C
S0924,C010,F
S0924,C003,A
S0924,C005,A
S0925,C010,A
S0925,C004,D
S0925,C008,B
S0925,C009,B
S0926,C007,B
S0926,C005,A
S0926,C004,B
S0927,C008,A
S0927,C010,C
S0927,C006,A
S0927,C005,A
S0928,C006,A
S0928,C003,F
S0928,C001,A
S0928,C002,C
S0928,C009,B
S0929,C008,C
S0929,C006,B
S0929,C001,D
S0929,C003,A
S0930,C009,C
S0930,C003,B
S0930,C001,A
S0930,C010,C
S0930,C004,C
S0931,C001,D
S0931,C006,A
S0931,C009,B
S0931,C004,C
S0931,C002,D
S0932,C004,A
S0932,C007,C
S0932,C003,D
S0932,C010,B
S0933,C007,A
S0933,C010,C
S0933,C009,A
S0934,C003,C
S0934,C007,D
S0934,C005,B
S0935,C002,D
S0935,C005,A
S0935,C003,A
S0935,C010,C
S0936,C003,D
S0936,C004,A
S0936,C002,A
S0937,C006,C
S0937,C001,B
S0937,C007,B
S0937,C002,A
S0938,C006,A
S0938,C003,F
S0938,C007,A
S0939,C004,A
S0939,C008,D
S0939,C009,A
S0940,C003,A
S0940,C007,D
S0940,C008,B
S0940,C002,A
S0940,C006,B
S0941,C009,A
S0941,C004,B
S0941,C006,B
S0941,C005,D
S0941,C002,A
S0942,C007,A
S0942,C001,A
S0942,C002,B
S0942,C009,A
S0943,C003,C
S0943,C006,A
S0943,C009,A
S0943,C002,D
S0943,C001,B
S0944,C009,B
S0944,C005,D
S0944,C006,B
S0945,C002,B
S0945,C009,C
S0945,C005,B
S0945,C008,C
S0945,C006,B
S0946,C007,F
S0946,C009,C
S0946,C001,B
S0946,C008,C
S0946,C003,B
S0947,C010,B
S0947,C004,A
S0947,C009,B
S0947,C006,F
S0948,C002,B
S0948,C005,D
S0948,C004,C
S0948,C006,B
S0949,C006,C
S0949,C001,B
S0949,C004,D
S0949,C005,C
S0950,C010,D
S0950,C001,B
S0950,C004,A
S0950,C005,B
S0951,C010,A
S0951,C007,A
S0951,C006,C
S0951,C009,B
S0951,C004,D
S0952,C006,B
S0952,C009,A
S0952,C005,D
S0952,C001,C
S0952,C008,A
S0953,C002,A
S0953,C005,B
S0953,C006,A
S0953,C010,A
S0953,C003,A
S0954,C003,B
S0954,C001,D
S0954,C006,A
S0954,C008,A
S0954,C004,C
S0955,C010,D
S0955,C005,B
S0955,C006,B
S0955,C004,B
S0956,C008,C
S0956,C003,A
S0956,C009,B
S0956,C007,A
S0956,C010,D
S0957,C009,A
S0957,C003,C
S0957,C001,D
S0957,C010,B
S0957,C005,A
S0958,C010,D
S0958,C006,F
S0958,C008,D
S0958,C009,A
S0959,C005,B
S0959,C009,C
S0959,C003,B
S0959,C004,C
S0960,C006,B
S0960,C005,F
S0960,C001,B
S0961,C001,D
S0961,C005,D
S0961,C007,A
S0961,C003,B
S0961,C008,D
S0962,C006,A
S0962,C009,C
S0962,C003,B
S0962,C002,A
S0962,C005,C
S0963,C003,D
S0963,C007,C
S0963,C002,B
S0964,C004,A
S0964,C007,C
S0964,C010,B
S0964,C003,A
S0965,C006,C
S0965,C003,A
S0965,C001,D
S0966,C006,A
S0966,C007,A
S0966,C001,C
S0966,C003,D
S0966,C005,A
S0967,C006,B
S0967,C002,A
S0967,C008,D
S0967,C001,A
S0968,C004,C
S0968,C007,B
S0968,C001,A
S0968,C002,A
S0968,C006,B
S0969,C008,D
S0969,C002,A
S0969,C006,A
S0969,C007,B
S0970,C009,C
S0970,C008,B
S0970,C003,C
S0970,C010,B
S0971,C007,B
S0971,C004,D
S0971,C002,B
S0971,C005,A
S0972,C006,B
S0972,C004,A
S0972,C008,D
S0972,C003,A
S0972,C001,A
S0973,C005,B
S0973,C002,D
S0973,C009,B
S0973,C004,B
S0973,C001,B
S0974,C007,C
S0974,C008,D
S0974,C005,A
S0974,C003,C
S0974,C009,F
S0975,C004,B
S0975,C008,B
S0975,C005,A
S0975,C010,C
S0975,C003,A
S0976,C008,D
S0976,C005,A
S0976,C009,A
S0977,C002,C
S0977,C009,B
S0977,C007,C
S0977,C005,C
S0977,C010,C
S0978,C006,F
S0978,C004,F
S0978,C001,D
S0978,C002,B
S0978,C008,D
S0979,C006,A
S0979,C010,A
S0979,C005,B
S0979,C002,A
S0979,C007,B
S0980,C008,F
S0980,C003,B
S0980,C002,B
S0980,C005,D
S0981,C004,F
S0981,C008,C
S0981,C009,A
S0982,C010,D
S0982,C004,B
S0982,C002,A
S0982,C001,A
S0983,C002,B
S0983,C005,D
S0983,C006,A
S0983,C003,A
S0984,C007,C
S0984,C003,B
S0984,C004,B
S0984,C005,D
S0985,C009,B
S0985,C001,D
S0985,C003,A
S0985,C008,D
S0985,C006,A
S0986,C010,B
S0986,C006,A
S0986,C003,B
S0986,C002,C
S0987,C007,B
S0987,C004,B
S0987,C006,A
S0988,C009,C
S0988,C004,A
S0988,C005,A
S0988,C006,C
S0988,C010,C
S0989,C007,B
S0989,C010,B
S0989,C009,B
S0990,C005,A
S0990,C010,A
S0990,C004,A
S0991,C004,B
S0991,C010,C
S0991,C007,B
S0992,C008,F
S0992,C005,B
S0992,C007,F
S0993,C005,A
S0993,C010,B
S0993,C003,A
S0993,C007,B
S0993,C008,D
S0994,C002,F
S0994,C006,C
S0994,C010,B
S0994,C004,A
S0995,C003,B
S0995,C010,B
S0995,C008,B
S0995,C007,B
S0995,C001,C
S0996,C010,C
S0996,C009,F
S0996,C004,C
S0996,C001,C
S0996,C008,C
S0997,C006,C
S0997,C004,B
S0997,C010,C
S0997,C009,A
S0997,C002,A
S0998,C008,D
S0998,C007,A
S0998,C003,D
S0999,C004,C
S0999,C009,F
S0999,C007,F
S0999,C006,B
S1000,C004,A
S1000,C010,B
S1000,C008,B
S1001,C005,A
S1001,C009,A
S1001,C008,B
S1001,C004,D
S1001,C001,A
S1002,C010,A
S1002,C001,A
S1002,C006,A
S1002,C008,C
S1002,C005,D
S1003,C003,B
S1003,C002,A
S1003,C006,B
S1004,C002,C
S1004,C005,A
S1004,C010,D
S1004,C008,B
S1004,C004,D
S1005,C005,D
S1005,C009,F
S1005,C001,D
S1005,C007,B
S1005,C003,C
S1006,C004,A
S1006,C008,C
S1006,C009,A
S1006,C006,D
S1007,C006,D
S1007,C002,B
S1007,C001,B
S1007,C007,B
S1008,C008,C
S1008,C002,A
S1008,C009,A
S1008,C003,A
S1009,C005,B
S1009,C010,F
S1009,C007,C
S1009,C001,B
S1010,C009,F
S1010,C003,D
S1010,C010,D
S1010,C007,A
S1010,C006,A
S1011,C003,C
S1011,C002,D
S1011,C007,D
S1012,C003,C
S1012,C001,B
S1012,C008,D
S1012,C010,B
S1013,C005,F
S1013,C001,A
S1013,C003,A
S1013,C010,B
S1013,C009,A
S1014,C010,A
S1014,C007,B
S1014,C003,B
S1015,C004,D
S1015,C010,A
S1015,C003,A
S1015,C007,C
S1015,C001,B
S1016,C001,B
S1016,C005,B
S1016,C009,A
S1016,C008,A
S1017,C003,F
S1017,C001,B
S1017,C002,B
S1017,C006,B
S1017,C010,A
S1018,C006,D
S1018,C005,C
S1018,C004,B
S1018,C001,B
S1019,C002,C
S1019,C009,B
S1019,C010,D
S1020,C001,D
S1020,C007,B
S1020,C002,B
S1020,C003,A
S1021,C001,B
S1021,C004,D
S1021,C009,C
S1021,C010,B
S1021,C008,B
S1022,C004,C
S1022,C009,D
S1022,C006,A
S1022,C010,A
S1022,C005,A
S1023,C004,A
S1023,C008,B
S1023,C006,B
S1023,C002,C
S1023,C003,C
S1024,C004,D
S1024,C007,C
S1024,C006,D
S1025,C004,B
S1025,C007,C
S1025,C005,B
S1025,C010,A
S1025,C008,A
S1026,C003,B
S1026,C002,C
S1026,C005,A
S1026,C008,D
S1027,C007,B
S1027,C006,A
S1027,C005,A
S1028,C003,C
S1028,C007,B
S1028,C010,D
S1028,C008,D
S1028,C001,C
S1029,C005,B
S1029,C004,B
S1029,C009,A
S1030,C003,C
S1030,C004,C
S1030,C002,A
S1031,C001,C
S1031,C008,D
S1031,C003,B
S1031,C006,C
S1031,C009,D
S1032,C010,B
S1032,C006,D
S1032,C005,A
S1032,C003,B
S1032,C009,B
S1033,C005,C
S1033,C002,D
S1033,C001,B
S1033,C010,D
S1033,C008,B
S1034,C007,D
S1034,C002,F
S1034,C003,A
S1034,C006,A
S1034,C010,A
S1035,C005,B
S1035,C006,C
S1035,C004,C
S1035,C007,D
S1036,C001,C
S1036,C002,A
S1036,C004,D
S1037,C004,B
S1037,C010,C
S1037,C007,B
S1037,C006,B
S1038,C010,C
S1038,C004,A
S1038,C009,D
S1038,C001,B
S1039,C003,D
S1039,C008,B
S1039,C006,B
S1039,C005,A
S1040,C009,A
S1040,C006,A
S1040,C007,B
S1041,C003,F
S1041,C002,A
S1041,C009,B
S1042,C003,C
S1042,C009,C
S1042,C008,A
S1042,C005,B
S1043,C005,F
S1043,C007,A
S1043,C010,C
S1044,C006,B
S1044,C009,C
S1044,C003,C
S1044,C004,D
S1045,C003,C
S1045,C001,C
S1045,C005,B
S1045,C006,C
S1045,C007,A
S1046,C010,D
S1046,C003,C
S1046,C005,D
S1046,C007,A
S1047,C001,A
S1047,C009,B
S1047,C005,A
S1047,C004,B
S1048,C001,C
S1048,C010,C
S1048,C007,B
S1048,C004,D
S1049,C009,D
S1049,C005,A
S1049,C007,A
S1049,C010,B
S1050,C004,A
S1050,C003,C
S1050,C008,D
S1051,C007,B
S1051,C010,D
S1051,C009,C
S1051,C005,A
S1052,C002,D
S1052,C009,C
S1052,C004,A
S1053,C006,B
S1053,C009,F
S1053,C005,A
S1053,C010,C
S1054,C010,C
S1054,C005,C
S1054,C002,C
S1054,C008,B
S1054,C009,D
S1055,C004,A
S1055,C007,B
S1055,C002,B
S1055,C006,B
S1055,C005,B
S1056,C009,B
S1056,C008,B
S1056,C006,D
S1056,C005,B
S1057,C010,A
S1057,C008,B
S1057,C002,A
S1058,C001,A
S1058,C008,A
S1058,C004,B
S1058,C003,A
S1058,C005,F
S1059,C003,B
S1059,C009,B
S1059,C004,B
S1059,C008,A
S1059,C007,B
S1060,C003,A
S1060,C009,A
S1060,C008,A
S1061,C001,C
S1061,C004,B
S1061,C007,B
S1062,C009,C
S1062,C004,A
S1062,C006,C
S1062,C007,C
S1063,C007,A
S1063,C008,A
S1063,C005,B
S1063,C006,A
S1064,C008,B
S1064,C005,B
S1064,C003,C
S1064,C010,C
S1065,C004,D
S1065,C003,A
S1065,C005,A
S1066,C009,D
S1066,C005,D
S1066,C001,A
S1066,C010,B
S1067,C005,A
S1067,C002,A
S1067,C009,B
S1067,C003,D
S1067,C006,A
S1068,C006,A
S1068,C009,D
S1068,C007,A
S1069,C001,D
S1069,C004,C
S1069,C007,A
S1069,C005,D
S1070,C010,C
S1070,C002,A
S1070,C008,A
S1071,C001,B
S1071,C004,C
S1071,C007,A
S1072,C005,D
S1072,C009,D
S1072,C008,A
S1072,C003,C
S1073,C005,B
S1073,C008,C
S1073,C001,A
S1073,C007,F
S1074,C003,D
S1074,C002,D
S1074,C005,B
S1075,C005,C
S1075,C003,C
S1075,C007,A
S1075,C008,A
S1076,C005,A
S1076,C007,D
S1076,C003,B
S1076,C009,C
S1077,C005,A
S1077,C002,B
S1077,C001,C
S1077,C007,A
S1078,C006,B
S1078,C005,D
S1078,C002,C
S1079,C007,B
S1079,C009,B
S1079,C002,D
S1080,C008,B
S1080,C007,A
S1080,C010,A
S1081,C002,D
S1081,C004,D
S1081,C008,B
S1081,C007,A
S1081,C003,C
S1082,C006,A
S1082,C008,A
S1082,C003,B
S1082,C004,A
S1083,C009,C
S1083,C008,F
S1083,C004,B
S1084,C006,A
S1084,C004,A
S1084,C001,A
S1085,C003,F
S1085,C004,C
S1085,C009,B
S1086,C004,C
S1086,C009,B
S1086,C005,B
S1086,C010,C
S1087,C005,B
S1087,C003,D
S1087,C007,A
S1088,C008,B
S1088,C002,B
S1088,C003,B
S1088,C009,A
S1088,C005,A
S1089,C001,B
S1089,C002,B
S1089,C007,C
S1090,C001,B
S1090,C010,F
S1090,C006,B
S1090,C007,B
S1091,C003,F
S1091,C001,A
S1091,C004,A
S1091,C002,B
S1092,C005,B
S1092,C003,D
S1092,C009,D
S1092,C004,A
S1093,C010,C
S1093,C006,F
S1093,C001,A
S1093,C004,C
S1094,C007,B
S1094,C002,C
S1094,C006,B
S1094,C004,D
S1094,C010,C
S1095,C008,A
S1095,C009,B
S1095,C007,C
S1095,C005,A
S1096,C002,B
S1096,C006,D
S1096,C010,C
S1096,C008,B
S1096,C001,B
S1097,C003,C
S1097,C001,A
S1097,C006,C
S1097,C004,B
S1098,C010,A
S1098,C002,D
S1098,C005,D
S1098,C003,B
S1098,C009,D
S1099,C004,B
S1099,C006,C
S1099,C009,B
S1099,C003,B
S1099,C002,C
S1100,C008,D
S1100,C001,C
S1100,C010,B
S1100,C002,C
S1100,C004,B
S1101,C004,B
S1101,C010,C
S1101,C003,B
S1102,C008,A
S1102,C007,A
S1102,C002,B
S1102,C005,B
S1102,C009,A
S1103,C003,F
S1103,C010,C
S1103,C009,A
S1103,C007,B
S1104,C004,B
S1104,C006,B
S1104,C010,A
S1104,C005,B
S1105,C006,D
S1105,C005,A
S1105,C001,B
S1106,C008,F
S1106,C002,C
S1106,C007,B
S1106,C004,D
S1106,C009,A
S1107,C004,A
S1107,C008,C
S1107,C006,A
S1107,C010,A
S1107,C007,B
S1108,C002,A
S1108,C006,C
S1108,C007,B
S1108,C008,B
S1108,C009,F
S1109,C001,A
S1109,C007,B
S1109,C004,D
S1110,C006,C
S1110,C004,B
S1110,C008,F
S1111,C008,B
S1111,C009,D
S1111,C005,A
S1111,C007,D
S1112,C010,A
S1112,C005,D
S1112,C001,A
S1113,C005,A
S1113,C010,B
S1113,C009,C
S1113,C001,D
S1113,C008,B
S1114,C002,B
S1114,C004,B
S1114,C003,B
S1115,C006,D
S1115,C002,C
S1115,C009,B
S1115,C003,A
S1115,C010,C
S1116,C010,B
S1116,C008,B
S1116,C004,B
S1117,C005,A
S1117,C001,B
S1117,C010,D
S1118,C004,A
S1118,C008,A
S1118,C003,C
S1118,C001,B
S1119,C001,B
S1119,C009,A
S1119,C003,C
S1119,C010,D
S1120,C007,F
S1120,C006,C
S1120,C001,B
S1120,C004,D
S1121,C010,B
S1121,C007,D
S1121,C008,C
S1122,C004,A
S1122,C006,B
S1122,C002,B
S1123,C007,C
S1123,C008,A
S1123,C010,B
S1123,C004,D
S1123,C001,A
S1124,C006,A
S1124,C004,D
S1124,C003,B
S1124,C001,A
S1125,C007,A
S1125,C005,B
S1125,C008,D
S1125,C002,C
S1126,C008,F
S1126,C002,A
S1126,C001,F
S1126,C010,A
S1126,C003,A
S1127,C001,A
S1127,C004,A
S1127,C003,A
S1127,C005,D
S1128,C008,C
S1128,C001,B
S1128,C005,A
S1129,C002,A
S1129,C008,A
S1129,C004,C
S1129,C009,B
S1129,C003,B
S1130,C002,B
S1130,C004,B
S1130,C003,B
S1130,C005,D
S1130,C007,D
S1131,C008,C
S1131,C006,A
S1131,C004,D
S1131,C005,D
S1132,C009,A
S1132,C003,A
S1132,C001,A
S1133,C007,B
S1133,C006,A
S1133,C002,F
S1134,C004,F
S1134,C002,D
S1134,C010,D
S1134,C005,F
S1134,C003,A
S1135,C010,A
S1135,C001,B
S1135,C005,A
S1136,C005,C
S1136,C004,A
S1136,C007,A
S1137,C002,B
S1137,C006,F
S1137,C001,B
S1137,C005,B
S1138,C007,C
S1138,C002,D
S1138,C004,A
S1138,C005,C
S1139,C001,A
S1139,C009,D
S1139,C006,C
S1139,C005,B
S1139,C008,C
S1140,C009,F
S1140,C006,D
S1140,C007,A
S1141,C008,B
S1141,C009,D
S1141,C004,B
S1141,C007,B
S1141,C005,D
S1142,C009,B
S1142,C007,C
S1142,C002,B
S1142,C008,A
S1143,C002,D
S1143,C006,A
S1143,C008,A
S1143,C007,B
S1144,C003,A
S1144,C009,D
S1144,C004,D
S1144,C001,A
S1145,C008,A
S1145,C003,A
S1145,C007,B
S1145,C002,A
S1145,C009,A
S1146,C006,B
S1146,C009,C
S1146,C004,B
S1146,C010,A
S1146,C002,C
S1147,C004,B
S1147,C006,D
S1147,C009,D
S1147,C008,A
S1147,C001,B
S1148,C009,B
S1148,C004,B
S1148,C005,D
S1148,C007,B
S1149,C003,A
S1149,C001,D
S1149,C005,A
S1149,C010,A
S1149,C007,A
S1150,C009,B
S1150,C001,C
S1150,C005,A
S1151,C003,B
S1151,C009,B
S1151,C005,A
S1152,C009,F
S1152,C006,B
S1152,C008,B
S1152,C003,D
S1152,C002,B
S1153,C009,A
S1153,C001,B
S1153,C002,D
S1154,C007,D
S1154,C010,D
S1154,C001,D
S1155,C007,A
S1155,C004,B
S1155,C010,B
S1156,C008,A
S1156,C005,C
S1156,C002,C
S1156,C009,C
S1157,C003,B
S1157,C001,A
S1157,C006,A
S1157,C010,B
S1158,C007,D
S1158,C004,D
S1158,C005,B
S1158,C003,C
S1159,C009,F
S1159,C008,A
S1159,C005,B
S1160,C008,B
S1160,C005,D
S1160,C010,C
S1161,C002,F
S1161,C004,D
S1161,C003,A
S1161,C008,C
S1162,C005,C
S1162,C002,A
S1162,C001,C
S1162,C006,D
S1163,C001,B
S1163,C010,B
S1163,C005,A
S1163,C007,D
S1164,C004,A
S1164,C007,F
S1164,C003,D
S1164,C001,D
S1164,C008,B
S1165,C008,B
S1165,C002,D
S1165,C005,B
S1165,C006,B
S1165,C001,B
S1166,C002,C
S1166,C008,A
S1166,C006,B
S1166,C005,D
S1167,C002,A
S1167,C003,B
S1167,C004,C
S1168,C010,B
S1168,C008,B
S1168,C006,A
S1169,C006,D
S1169,C005,A
S1169,C001,C
S1169,C003,A
S1170,C001,A
S1170,C008,B
S1170,C007,F
S1170,C002,A
S1171,C004,B
S1171,C010,B
S1171,C003,D
S1171,C005,C
S1171,C009,B
S1172,C008,A
S1172,C006,B
S1172,C004,D
S1172,C001,D
S1173,C001,F
S1173,C003,D
S1173,C006,B
S1173,C008,C
S1174,C009,D
S1174,C002,D
S1174,C006,C
S1175,C005,D
S1175,C008,C
S1175,C006,B
S1175,C004,D
S1176,C001,F
S1176,C005,A
S1176,C004,D
S1176,C006,D
S1177,C004,A
S1177,C008,B
S1177,C001,A
S1177,C010,A
S1178,C009,C
S1178,C002,F
S1178,C005,C
S1178,C003,F
S1178,C004,C
S1179,C009,A
S1179,C010,D
S1179,C005,B
S1179,C001,A
S1180,C003,A
S1180,C010,B
S1180,C006,A
S1180,C009,A
S1180,C001,A
S1181,C006,A
S1181,C008,B
S1181,C009,C
S1182,C007,C
S1182,C003,A
S1182,C006,A
S1183,C004,C
S1183,C005,C
S1183,C008,D
S1183,C001,B
S1184,C002,B
S1184,C007,A
S1184,C005,A
S1185,C007,B
S1185,C008,A
S1185,C005,B
S1185,C010,D
S1186,C006,C
S1186,C004,A
S1186,C010,C
S1186,C009,A
S1187,C010,D
S1187,C009,C
S1187,C006,B
S1188,C010,D
S1188,C007,A
S1188,C001,C
S1188,C008,B
S1188,C009,A
S1189,C002,C
S1189,C008,B
S1189,C005,A
S1189,C009,C
S1189,C004,C
S1190,C008,B
S1190,C003,B
S1190,C007,A
S1191,C002,B
S1191,C007,A
S1191,C004,D
S1191,C001,F
S1192,C005,B
S1192,C004,C
S1192,C006,F
S1192,C001,C
S1192,C010,D
S1193,C003,C
S1193,C001,A
S1193,C002,F
S1194,C009,B
S1194,C002,B
S1194,C003,A
S1194,C007,F
S1194,C008,C
S1195,C004,B
S1195,C008,B
S1195,C005,B
S1195,C002,D
S1196,C010,D
S1196,C004,B
S1196,C009,A
S1197,C006,C
S1197,C004,A
S1197,C007,B
S1197,C009,C
S1197,C010,B
S1198,C002,A
S1198,C001,A
S1198,C003,A
S1199,C005,C
S1199,C008,B
S1199,C004,B
S1199,C007,B
S1200,C010,A
S1200,C004,A
S1200,C001,A
S1200,C008,B
S1201,C004,B
S1201,C003,B
S1201,C009,A
S1202,C004,B
S1202,C007,A
S1202,C010,A
S1202,C003,A
S1203,C003,B
S1203,C002,A
S1203,C007,A
S1203,C010,C
S1203,C009,A
S1204,C005,A
S1204,C007,B
S1204,C010,B
S1205,C001,B
S1205,C003,A
S1205,C009,B
S1205,C005,B
S1205,C008,B
S1206,C006,B
S1206,C005,B
S1206,C008,A
S1206,C003,A
S1207,C008,A
S1207,C005,B
S1207,C007,A
S1208,C003,A
S1208,C005,A
S1208,C007,A
S1208,C002,A
S1209,C005,A
S1209,C009,B
S1209,C006,D
S1209,C008,A
S1209,C007,A
S1210,C004,B
S1210,C002,B
S1210,C009,A
S1211,C003,A
S1211,C008,B
S1211,C006,B
S1211,C001,D
S1211,C010,A
S1212,C010,A
S1212,C006,A
S1212,C005,A
S1212,C007,B
S1213,C009,C
S1213,C003,B
S1213,C006,A
S1214,C001,C
S1214,C004,D
S1214,C010,A
S1215,C005,F
S1215,C007,C
S1215,C008,B
S1215,C006,B
S1216,C008,C
S1216,C009,B
S1216,C004,D
S1216,C002,A
S1217,C005,D
S1217,C007,C
S1217,C003,C
S1217,C009,C
S1218,C007,A
S1218,C001,C
S1218,C008,D
S1218,C009,D
S1219,C007,C
S1219,C006,A
S1219,C005,D
S1220,C005,A
S1220,C002,C
S1220,C007,D
S1221,C001,F
S1221,C010,A
S1221,C008,A
S1221,C002,B
S1221,C003,C
S1222,C008,A
S1222,C009,B
S1222,C001,C
S1222,C003,D
S1222,C010,D
S1223,C006,A
S1223,C004,B
S1223,C009,C
S1224,C010,B
S1224,C004,B
S1224,C006,C
S1224,C009,B
S1224,C005,B
S1225,C009,A
S1225,C010,A
S1225,C003,A
S1225,C008,C
S1225,C002,B
S1226,C008,D
S1226,C003,D
S1226,C001,B
S1226,C005,F
S1227,C009,C
S1227,C004,F
S1227,C002,C
S1227,C005,D
S1227,C001,B
S1228,C008,D
S1228,C001,B
S1228,C009,B
S1229,C004,F
S1229,C007,F
S1229,C002,A
S1229,C003,A
S1230,C007,A
